codigo_articulo,grupo,subgrupo,descripcion,unidad_medida
71051064,71,05,"FILTRO DIESEL, No PARTE BF7815, BALDWIN, CUMMINS ENGINES 3959612, No PARTE REF ANTERIOR DONALDSON P550774",PC
71051065,71,05,"FILTRO AGUA, No PARTE BW5074, BALDWIN, CUMMINS ENGINES 3315114",PC
71051066,71,05,"PIÑON PARA MOTOR, PUNTO MUERTO, No PARTE Z52500309, PSI, MOTOR 53 LITROS",PC
71051067,71,05,"PRESSURE REGULATOR, MODELO TYPE P, No PARTE 5641-8470, VICTOR MECO, CAPACIDAD IN 5500PSI/OUT 225PSI",PC
71051068,71,05,"VÁSTAGO DE PISTÓN, DIAMETRO 5.50 STK, LARGO 42.440 LG, MODELO JGK/4, No PARTE C-0887, ARIEL",PC
71051069,71,05,"TRANSDUCER, 0-300 PSI, No PARTE 691201-300, ALTRONIC, MOTOR WAUKESHA L7044GSI",PC
7105107,71,05,"WEAR BAND, 9-5/8K:C:K-CE:C-CE, No PARTE A-2130, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
71051070,71,05,"Delo Coolant Maintenance Kit - US, No PARTE ST250, chevron",PC
71051071,71,05,"VALVULA DE CORTE, 2 PULG, MOTOR WAUKESHA, NO PARTE 304359",PC
71051072,71,05,"KIT DE VÁLVULA DE CORTE, 2 PULG, MOTOR WAUKESHA, NO PARTE 304359",PC
71051073,71,05,"CATERPILLAR, SEAL-O-RING, NO PARTE 109-2332",PC
71051074,71,05,"CATERPILLAR, SEAL-O-RING, NO PARTE 238-5080",PC
71051075,71,05,"FLANGE COIL, BLUE, MARCA, ALTRONIC, No. PARTE 591018, PARA MOTOR WAUKESHA",PC
71051076,71,05,"HEAD GP-CYL, MODELO G3406, No PARTE 615-6837, CATERPILLAR, MOTOR",PC
71051077,71,05,"TURBO GP-BAS, MODELO G3406, No PARTE 200-2063, CATERPILLAR, MOTOR",PC
71051078,71,05,"PULLEY, CRANK, No PARTE 30100431, PSI, MOTOR A GAS NATURAL 5.7 L",PC
71051079,71,05,"PULLEY, FAN, No PARTE 32001422, PSI, MOTOR A GAS NATURAL 5.7 L",PC
7105108,71,05,"PISTON RING, 6-3/4K, No PARTE A-2088, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
71051080,71,05,"HEAD CYLINDER ASSEMBLY, MODELO L7042GSI S4, No PARTE AD204702P, WAUKESHA, MOTOR",PC
71051081,71,05,"GASKET CYLINDER HEAD, MODELO L7044 / L7042 GSI S4, No PARTE 205100C, WAUKESHA, MOTOR",PC
71051082,71,05,"GASKET, ROCKER ARM COVER, MODELO L7042GSI S4, No PARTE 153894D, WAUKESHA, MOTOR",PC
71051083,71,05,"WASHER, SPRING:PUSH ROD TUBE COVER, MODELO L7042GSI S4, No PARTE 63600, WAUKESHA, MOTOR",PC
71051084,71,05,"COVER, PUSH ROD UPPER, MODELO L7044GSI / L7042GSI S4, No PARTE 153256A, WAUKESHA, MOTOR",PC
71051085,71,05,"COVER, PUSH ROD, LOWER, MODELO L7044GSI / L7042GSI S4, No PARTE 153255B, WAUKESHA, MOTOR",PC
71051086,71,05,"SEAL, COIL, MODELO L7042GSI S4, No PARTE 208680, WAUKESHA, MOTOR",PC
71051087,71,05,"COIL, IGNITION, MODELO L7042GSI S4, No PARTE 69694D, WAUKESHA, MOTOR",PC
71051088,71,05,"PLUG, SPARK, 18MM SP 20, MODELO L7044GSI / L7042GSI S4, No PARTE 60999G, WAUKESHA, MOTOR, No PARTE REF ANTERIOR 60999Z",PC
71051089,71,05,"PULLEY, ALTERNATOR, MODELO L7044GSI / L7042GSI S4, No PARTE 163391B, WAUKESHA, MOTOR",PC
7105109,71,05,"WEAR BAND, 6-3/4K:C, No PARTE A-2090, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
71051090,71,05,"BOX, ALTERNATOR JUNCTION, ASSEMBLY, MODELO L7044GSI / L7042GSI S4, No PARTE A214117, WAUKESHA, MOTOR",PC
71051091,71,05,"GASKET, BUTTERFLY VALVE HOUSING, MODELO L7044GSI / L7042GSI S4, No PARTE 119035E, WAUKESHA, MOTOR",PC
71051092,71,05,"VALVE, BUTTERFLY, MODELO L7044GSI / L7042GSI S4, No PARTE 119060K, WAUKESHA, MOTOR",PC
71051093,71,05,"HOSE, 1.50"" ID (38.1 mm), MODELO L7044GSI / L7042GSI S4, No PARTE B7780, WAUKESHA, MOTOR",PC
71051094,71,05,"COUPLING, FLEXMASTER, MODELO L7044GSI / L7042GSI S4, No PARTE 208706T, WAUKESHA, MOTOR",PC
71051095,71,05,"GASKET, UPPER BYPASS TUBE, MODELO L7044GSI / L7042GSI S4, No PARTE 208943A, WAUKESHA, MOTOR",PC
71051096,71,05,"REGULATOR, WASTEGATE BYPASS (3000 FT. AND BELOW), MODELO L7042GSI S4, No PARTE 208732H, WAUKESHA, MOTOR",PC
71051097,71,05,"HARNESS ASSEMBLY, ECU INTERFACE, MODELO L7042GSI S4, No PARTE A740727C, WAUKESHA, MOTOR",PC
71051098,71,05,"SENSOR ASSEMBLY, EXHAUST OXYGEN, MODELO L7042GSI S4, No PARTE A740106D, WAUKESHA, MOTOR",PC
71051099,71,05,"SWITCH, PUSH/PULL - ASSEMBLY, MODELO L7042GSI S4, No PARTE A69831, WAUKESHA, MOTOR",PC
7105110,71,05,"RBLD KIT, PISTON ROD PKG, 2.000, No PARTE B-8581-K, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
71051100,71,05,"LIQUID LEVEL CONTROLLERS, DIAMETRO 2"" NPT, SERIE LC10, No PARTE LC10-2N60L-1B-01PV15-P1, MURPHY",PC
71051101,71,05,"LIQUID LEVEL SWITCH, DIAMETRO 2"" NPT, MODELO LS200, No PARTE 15700759, MURPHY, SEPARADOR",PC
71051102,71,05,"MANTENEDOR DE NIVEL, CARCASA Y TAPA DE ALUMINIO FUNDIDO, APROX. 178 MM (ALTO) × 200 MM (ANCHO), DIAMETRO CONEXIÓN DE ENTRADA DE ACEITE 1/2""-14 NPT, MODELO LM301, No PARTE 15700172, MURPHY",PC
71051103,71,05,"TAPON PARA RADIADOR 14 LBS, DIAMETRO 2""",PC
71051104,71,05,"GASKET, EXHAUST MANIFOLD, METAL CLAD, MODELO L7044GSI / L7042GSI S4, No PARTE 153896C, IPD, MOTOR A GAS WAUKESHA",PC
71051105,71,05,"KIT, GASKET, HEAD, SINGLE, MODELO L7044GSI / L7042GSI S4, No PARTE G977049, IPD, MOTOR A GAS WAUKESHA",PC
71051106,71,05,"UNLOADER PISTON ASSEMBLY, 7­ 1/4K, No PARTE AC­11934, ARIEL, COMPRESOR JGK/4",PC
71051107,71,05,"PIN INDICATOR,3000 PSI, No PARTE A18243, ARIEL, COMPRESOR JGK/4",PC
71051108,71,05,"ARV MANIFOLD ASSEMBLY 2,SF, No PARTE A-22122, ARIEL, COMPRESOR JGK/4",PC
71051109,71,05,"AUTO RELIEF VALVE 3000 PSI,GREEN, No PARTE A–21239-K, ARIEL, COMPRESOR JGK/4",PC
7105111,71,05,"RBLD KIT, WIPER PKG, 2.000, WAT, No PARTE B-6470-K, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
71051110,71,05,"Ariel CHK VLV,DBL BALL,SS,1/4TX1/8P, No PARTE A-18496, ARIEL, COMPRESOR JGK/4",PC
71051111,71,05,"BANDA DE RELLENO, No PARTE 2W-6134, CATERPILLAR",PC
71051112,71,05,"JUNTA DE TAPA DE POSENFRIADOR, No PARTE 9L-5908, CATERPILLAR",PC
71051113,71,05,"SELLO ANULAR, No PARTE 6L-1648, CATERPILLAR",PC
71051114,71,05,"EMPAQUETADURA DE CUBIERTA DE POSENFRIADOR, No PARTE 2W-3679, CATERPILLAR",PC
71051115,71,05,"EMPAQUETADURA DE TAPA DE CILINDRO, No PARTE 5S-6735, CATERPILLAR",PC
71051116,71,05,"NUCLEO POSEMFRIADOR, No PARTE 7N-1101, CATERPILLAR",PC
71051117,71,05,"TORNILLO DE AFTERCOOLER, No PARTE 1H-5514, CATERPILLAR",PC
71051118,71,05,"ENGRANAJE DE MANDO BOMBA DE ACEITE, No PARTE 7W-0507, CATERPILLAR",PC
71051119,71,05,"PERNO, No PARTE 0S-1590, CATERPILLAR",PC
7105112,71,05,"GASKET, TAPA SUPERIOR, No PARTE C-6200, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
71051120,71,05,"ARANDELA, No PARTE 1P-7346, CATERPILLAR",PC
71051121,71,05,"Spark plug sleeve flange and dowel pin assembly, No PARTE C214301, WAUKESHA, MOTOR L7044GSI",PC
71051122,71,05,"Thermowell, 1/2 in. NPT, 1/4 in. T, 4.5 in. L  Assembly 304SS, No PARTE 10707437, MURPHY, COMPRESOR JGK/4",PC
71051123,71,05,"TURBOCHARGER GASKET, NO PARTE 4W-2359, CATERPILLAR, MOTOR G3516",PC
71051124,71,05,"REGULADOR DE VOLTAJE AUTOMÁTICO, PLÁSTICO/CAUCHO, MODELO AVR MX321, No PARTE MX 321, STAMFORD, MOTOGENERADOR",PC
7105113,71,05,"O-RING, VT, 9.145 O.D X 0.210 (VVCP), No PARTE A-0473, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
7105114,71,05,"O-RING, VT, 6.645 O.D X 0.210 (VVCP), No PARTE A-0724, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
7105115,71,05,"STL GASKET, 10.063 X 9.750 X 60 (CYL 9 5/8K, 9.125 BORE), No PARTE A-2125, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
7105116,71,05,"STL GASKET, 7.750 X 7.375 X 60 (CYL 7-1/4K, 6.750 BORE), No PARTE A-2087, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
7105117,71,05,"RETEN PARA CAJA DE LUBRICACIÓN FORZADA, No PARTE 4931, SKF, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
7105118,71,05,"SLEEVE BEARING,H/S,ROD,H:E:K, No PARTE B-2082, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
7105119,71,05,"SLEEVE BEARING, H/S, MAIN, H:E:K, No PARTE B-0770, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
7105120,71,05,"REGULADOR DE VOLTAJE AUTOMÁTICO, PLÁSTICO/CAUCHO, MODELO AVR-MX 341, No PARTE MX 341, STAMFORD, EQUIPO PRINCIPAL MOTOGENERADOR",PC
7105121,71,05,"HYBRID CERAMIC DEEP GROOVE BALL BEARING, ANILLOS DE ACERO, BOLAS DE NITRURO DE SILICIO, JAULA DE ACERO ESTAMPADO, 65X140X33 MM, MODELO 6313/HC5C3, SERIE 63, SKF, EQUIPO PRINCIPAL MOTORES ELÉCTRICOS, CARGA DINAMICA 92, 300 N, CARGA ESTÁTICA 60,000 N",PC
7105122,71,05,"HUB ADAPTADOR ESTÁNDAR PARA ACOPLAMIENTO DE DISCO FLEXIBLES, ACERO, 996, STANDARD, CON BARRENO DE 1.5"", MODELO 996XTSR77 STD HUB B/M, SERIE THOMAS XTSR71, REXNORD CORPORATION, EQUIPO PRINCIPAL BOMBAS HPS",PC
7105123,71,05,"MAZA (HUB) ESTÁNDAR MECANIZADA PARA ACOPLAMIENTO FLEXIBLE DE DISCOS, ACERO, 996, STANDARD, BARRENO DE 1.5"", MODELO 996XTSR71 STD HUB B/M, SERIE THOMAS XTSR71, REXNORD CORPORATION, EQUIPO PRINCIPAL BOMBA HPS",PC
7105124,71,05,"KIT DE LAINAS, ACERO INOXIDABLE, MODELO DPK 996XTSR71HHS, SERIE STSR, TAMAÑO 996, REXNORD CORPORATION, EQUIPO PRINCIPAL BOMBAS HPS",PC
7105125,71,05,"ENSAMBLE DE ESPACIDADOR PARA ACOPLAMIENTO, ACERO, 7"", TAMAÑO DE ACOPLAMIENTO 996, MODELO 996XTSR71-7 SPCR ASSY, SERIE THOMAS XTSR71, REXNORD CORPORATION, EQUIPO PRINCIPAL BOMBA HPS, INCLUYE ESPACIADOR, 2 DISC PACKS, 2 KITS DE TORNILLERIA, 2 ADAPTADORES PARA MAZA TIPO STANDARD",PC
7105126,71,05,"KIT, No PARTE 102310, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7 L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105127,71,05,"ROD, No PARTE 100124, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105128,71,05,"STUD, No PARTE 102433, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105129,71,05,"HEAD HD, No PARTE 38900540, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105130,71,05,"EXHAUST VALVE, No PARTE 102210, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105131,71,05,"INTAKE VALVE, No PARTE 102140, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105132,71,05,"GUIDE, No PARTE 102450, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105133,71,05,"LIFTER, No PARTE 102476, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105134,71,05,"GASKET, CYLINDER HEAD, No PARTE 102087, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105135,71,05,"SEAL, VALVE STEM, No PARTE 102262, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105136,71,05,"SEAL,VALVE STEM, No PARTE 10212810, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105137,71,05,"VALVE, SPRING, No PARTE 107038, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105138,71,05,"CAP, VALVE SPRING, No PARTE 102284, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105139,71,05,"KEY,PAIR OF TWO, No PARTE 102304, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105140,71,05,"GASKET, No PARTE 103356, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105141,71,05,"GASKET, No PARTE 103151, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105142,71,05,"CHUMACERA, S2000,, 2 15/16"", MODELO P2B-S2-215R 2, No PARTE 070285, DODGE",PC
7105143,71,05,"GASKET, No PARTE 103148, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105144,71,05,"KIT, RING - STD, No PARTE 102731, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105145,71,05,"PISTÓN, No PARTE 102635, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105146,71,05,"SUCTION VALVE, PARA SERVICIO DE GAS AGARGO, CYL 6-1/4K, 5.875 BORE, No PARTE B-1943-U, ARIEL, COMPRESOR JGK/4",PC
7105147,71,05,"ROD, CONNECTING, No PARTE 102580, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105148,71,05,"BRG KIT, CON ROD, No PARTE 107179, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105149,71,05,"SEAL, CRNK REAR, No PARTE 101912, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105150,71,05,"CHAIN, TIMING, No PARTE 14088783, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105151,71,05,"KEY, CAM GEAR, No PARTE 102857, PSI, EQUIPO PRINCIPAL MOTOGENERADOR, CAPACIDAD 5.7L, No SERIE EQUIPO PRINCIPAL 57L0021653",PC
7105152,71,05,"KIT, VLV SUCTION, KIT, VLV, 102CT, NY, M/S, SERVICIO DE GAS AMARGO, CYL 6-1/4K, 5.875 BORE, No PARTE KB-1943-U, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
7105153,71,05,"DISCHARGE VALVE, SERVICIO DE GAS AMARGO, CYL 9-5/8K, 9.625 BORE, No PARTE B-1944-BB, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4",PC
7105154,71,05,"KIT, VLV DISCHARGE, KIT, VLV, 102CT, MT, M/S, SERVICIO DE GAS AMARGO, CYL 9-5/8K, 9.625 BORE, MODELO JGK/4, No PARTE KB-1944-BB, ARIEL, EQUIPO PRINCIPAL COMPRESOR",PC
7105155,71,05,"DISCHARGE VALVE, SERVICIO DE GAS AMARGO, CYL 6-1/4K, 5.875 BORE, No PARTE B-1944-AA, ARIEL, COMPRESOR JGK/4, F-25890, F-23276, F-30945",PC
7105156,71,05,"KIT, VLV DISCHARGE, 102CT, MT, M/S, SERVICIO DE GAS AMARGO, CYL 6-1/4K, 5.875 BORE, MODELO JGK/4, No PARTE KB-1944-AA, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-25890 F-23276 F-30945",PC
7105157,71,05,"PISTON RING, SERVICIO DE GAS AMARGO, 5-7/8K:T:C:D-HP, No PARTE A-2332, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4, No SERIE EQUIPO PRINCIPAL F-25890, F-23276, F-30945.",PC
7105158,71,05,"WEAR BAND, SERVICIO DE GAS AMARGO, 5-7/8 K:K-HP:C:C-HP, No PARTE A-2334, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4, No SERIE EQUIPO PRINCIPAL F-25890, F-23276, F-30945.",PC
7105159,71,05,"O-RING, VT, SERVICIO DE GAS AMARGO, 5.645 O.D. X 0.210, No PARTE A-0028, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4, No SERIE EQUIPO PRINCIPAL F-25890, F-23276, F-63987, F-30945, F-15487, F-44825",PC
7105160,71,05,"STL GASKET, SERVICIO DE GAS AMARGO, 6.813 X 6.375 X 60 (CYL 6-1/4K, 5.875 BORE), No PARTE A-2331, ARIEL, COMPRESOR JGK/4, F-25890, F-23276, F-63987, F-30945.",PC
7105161,71,05,"SUCTION VALVE, GAS AMARGO, CYL 9 5/8K, 9.625 BORE, No PARTE B-1943-S, ARIEL, COMPRESOR JGK/4, F-63987",PC
7105162,71,05,"KIT, VLV SUCTION, 102CT, NY, M/S, GAS AMARGO, CYL 9 5/8K, 9.625 BORE, No PARTE KB-1943-S, ARIEL, EQUIPO PRINCIPAL COMPRESOR JGK/4, No SERIE EQUIPO PRINCIPAL F-63987",PC
7105163,71,05,"DISCHARGE VALVE, GAS AMARGO, CYL 9 5/8K, 9.625 BORE, MODELO JGK/4, No PARTE B-2170-DD, ARIEL, COMPRESOR, F-63987",PC
7105164,71,05,"KIT, VLV DISCHARGE, 102CT, MT, M/S, GAS AMARGO, CYL 9 5/8K, 9.625 BORE, MODELO JGK/4, No PARTE KB-2170-DD, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-63987.",PC
7105165,71,05,"PISTON RING, GAS AMARGO, 6-1/4K: & HP:C:Z, MODELO JGK/4, No PARTE A-2333, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-63987, F-44825",PC
7105166,71,05,"COUPLING, 1-1/2”, MODELO JGK/4, No PARTE 161579B, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-25890",PC
7105167,71,05,"WEAR BAND, GAS AMARGO, 6-1/4K:K-HP:C,2.0W, MODELO JGK/4, No PARTE A-2335, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-63987, F-44826, F-44825.",PC
7105168,71,05,"SUCTION VALVE, 102CT, NYX, D/S, GAS AMARGO, MODELO JGK/4, No PARTE B-1661-S, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-44826, F-44825",PC
7105169,71,05,"KIT, VLV SUCTION, GAS AMARGO, CYL 9-5/8K, 9.125 BORE, MODELO JGK/4, No PARTE KB-1661-S, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-44826, F-44825.",PC
7105170,71,05,"DISCHARGE VALVE, 102CT, MTX, D/S, GAS AMARGO, MODELO JGK/4, No PARTE B-1662-DD, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-44826, F-44825.",PC
7105171,71,05,"KIT, VLV DISCHARGE, GAS AMARGO, CYL 9-5/8K, 9.125 BORE, MODELO JGK/4, No PARTE KB-1662-DD, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-44826, F-44825.",PC
7105172,71,05,"SUCTION VALVE, 102CT, NYX, GAS AMARGO, MODELO JGK/4, No PARTE B-1745-T, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-44826, F-44825.",PC
7105173,71,05,"KIT, VLV SUCTION, GAS AMARGO, CYL 6-1/4K, 6.250 BORE, MODELO JGK/4, No PARTE KB-1745-T, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-44826, F-44825.",PC
7105174,71,05,"DISCHARGE VALVE, 100CGD, MTX, GAS AMARGO, MODELO JGK/4, No PARTE B-5611-CC, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-44826, F-44825.",PC
7105175,71,05,"KIT, VLV DISCHARGE, GAS AMARGO, CYL 6-1/4K, 6.250 BORE, MODELO JGK/4, No PARTE KB-5611-CC, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-44826, F-44825.",PC
7105176,71,05,"RING, GAS AMARGO, CYL 9-5/8K, 9.125 BORE, MODELO JGK/4, No PARTE A-2127, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-44826, F-44825.",PC
7105177,71,05,"WEAR BAND, GAS AMARGO, 9-1/8TD&CE:KC-HP:U, 3.000 GROOVE WIDTH, MODELO JGK/4, No PARTE A-4518, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-44826, F-44825.",PC
7105178,71,05,"SEAL, COUPLING, No PARTE 499714, WAUKESHA, EQUIPO PRINCIPAL MOTOR L7044GSI",PC
7105179,71,05,"SLEEVE BEARING, HALF SHELL, CONNECTING ROD, JGE:K: T, ELP, GAS AMARGO, MODELO JGK/4, No PARTE B-5250, ARIEL, EQUIPO PRINCIPAL COMPRESOR, No SERIE EQUIPO PRINCIPAL F-44826, F-44825,",PC
7105180,71,05,"BALERO, ACERO PARA RODAMIENTOS, INTERIOR: 45 MM, EXTERIOR: 100 MM, ANCHO: 25 MM, MODELO EXPLORER, No PARTE 6309/C3, SKF, CAPACIDAD 55.3 kN",PC
7105181,71,05,"SEAT, VALVE, 30° INTAKE, MODELO L7044GSI, No PARTE 211801J, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105182,71,05,"GUIDE, INTAKE VALVE, MODELO L7044GSI, No PARTE 204209E, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105183,71,05,"VALVE, INTAKE, 30°, MODELO L7044GSI, No PARTE 204436A, WAUKESHA, EQUIPO PRINCIPAL MORTOR",PC
7105184,71,05,"TAPER, VALVE SPRING, MODELO L7044GSI, No PARTE 73629C, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105185,71,05,"ROTATOR - ASSEMBLY, MODELO L7044GSI, No PARTE 214230, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105186,71,05,"SPRING, INTAKE VALVE, INNER (2 BLUE STRIPES), MODELO L7044GSI, No PARTE 204235B, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105187,71,05,"SPRING, INTAKE VALVE, OUTER (2 BLUE STRIPES), MODELO L7044GSI, No PARTE 204335B, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105188,71,05,"SEAL, VALVE STEM, INTAKE (BLUE), MODELO L7044GSI, No PARTE 214229, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105189,71,05,"WASHER, VALVE SPRING, MODELO L7044GSI, No PARTE 153883B, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105190,71,05,"GUIDE, VALVE BRIDGE, MODELO L7044GSI, No PARTE 211793A, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105191,71,05,"SEAT, VALVE 20° EXHAUST, MODELO L7044GSI, No PARTE 211802B, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105192,71,05,"SEAT, VALVE, 20° EXHAUST (0.010"" OVERSIZED), MODELO L7044GSI, No PARTE 211802B 1, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105193,71,05,"SEAT, VALVE, 20° EXHAUST (0.020"" OVERSIZED), MODELO L7044GSI, No PARTE 211802B 2, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105194,71,05,"GUIDE, EXHAUST VALVE, MODELO L7044GSI, No PARTE 204209F, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105195,71,05,"VALVE, EXHAUST, MODELO L7044GSI, No PARTE 204337, WAUKESHA",PC
7105196,71,05,"KIT, GASKET, HEAD, SINGLE, MODELO L7044GSI, No PARTE G-977-68, WUAKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105197,71,05,"RING PACKING, CYLINDER LINER (UPPER AND MIDDLE GROOVES), MODELO L7044GSI, No PARTE 119397G, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105198,71,05,"RING PACKING CYLINDER LINER (LOWER GROOVE), MODELO L7044GSI, No PARTE 119397E, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105199,71,05,"SPRING, EXHAUST VALVE, INNER (2 WHITE STRIPES), MODELO L7044GSI, No PARTE 204235C, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
7105200,71,05,"SPRING, EXHAUST VALVE, OUTER (2 WHITE STRIPES), MODELO L7044GSI, No PARTE 204335C, WAUKESHA, EQUIPO PRINCIPAL MOTOR",PC
